distance,time_of_day,weather,traffic_level,travel_time
10.73,afternoon,rain,high,28.97
5.85,afternoon,fog,medium,11.41
14.66,afternoon,clear,medium,21.99
9.97,morning,fog,medium,19.44
12.51,night,rain,low,18.01
2.86,night,clear,medium,4.29
13.07,night,clear,high,29.41
13.92,afternoon,clear,high,31.32
7.82,night,fog,low,12.2
9.49,afternoon,clear,low,11.39
11.71,morning,fog,high,34.25
3.45,evening,fog,medium,6.73
8.04,afternoon,rain,high,21.71
6.58,afternoon,rain,low,9.48
3.05,evening,clear,low,3.66
6.15,evening,clear,high,13.84
1.95,morning,rain,medium,3.51
1.36,night,fog,medium,2.65
2.89,afternoon,fog,low,4.51
14.48,night,rain,high,39.1
8.69,afternoon,fog,high,25.42
14.52,morning,rain,low,20.91
7.05,evening,rain,high,19.03
5.37,morning,clear,low,6.44
8.09,evening,clear,medium,12.14
7.15,night,rain,medium,12.87
2.48,night,clear,high,5.58
9.97,morning,rain,medium,17.95
4.02,evening,fog,medium,7.84
9.67,morning,fog,low,15.09
10.1,evening,fog,low,15.76
3.13,evening,fog,high,9.16
1.86,night,rain,low,2.68
11.93,night,fog,high,34.9
7.44,evening,fog,high,21.76
1.81,evening,fog,low,2.82
14.93,evening,fog,medium,29.11
1.81,night,rain,medium,3.26
10.73,night,fog,medium,20.92
14.77,afternoon,clear,medium,22.15
4.35,evening,clear,high,9.79
2.99,afternoon,clear,medium,4.49
2.7,evening,clear,high,6.08
5.25,night,clear,low,6.3
2.41,afternoon,clear,low,2.89
10.69,afternoon,rain,high,28.86
1.87,morning,clear,medium,2.8
8.13,evening,fog,high,23.78
14.95,night,clear,medium,22.42
12.4,morning,rain,medium,22.32
9.61,morning,clear,high,21.62
5.29,evening,fog,high,15.47
9.73,morning,fog,medium,18.97
8.38,evening,rain,high,22.63
6.97,morning,rain,medium,12.55
2.83,evening,rain,high,7.64
13.41,night,rain,low,19.31
7.3,evening,clear,medium,10.95
3.72,evening,clear,low,4.46
6.15,afternoon,fog,high,17.99
6.8,night,rain,low,9.79
12.59,night,rain,high,33.99
11.27,night,clear,medium,16.9
11.77,morning,rain,high,31.78
1.15,afternoon,fog,high,3.36
6.83,night,fog,medium,13.32
7.74,morning,rain,high,20.9
1.27,morning,fog,medium,2.48
4.64,morning,fog,high,13.57
11.64,afternoon,clear,medium,17.46
2.92,morning,fog,low,4.56
8.49,afternoon,rain,high,22.92
4.01,evening,rain,high,10.83
1.17,morning,fog,high,3.42
4.38,night,rain,medium,7.88
14.66,morning,clear,high,32.98
12.22,evening,fog,medium,23.83
14.43,evening,fog,high,42.21
7.83,morning,fog,low,12.21
2.54,evening,rain,high,6.86
8.67,afternoon,rain,low,12.48
7.36,afternoon,fog,medium,14.35
12.82,morning,rain,low,18.46
2.37,afternoon,rain,high,6.4
7.84,afternoon,fog,high,22.93
3.1,night,fog,medium,6.05
5.55,morning,rain,high,14.98
11.32,evening,fog,high,33.11
7.66,morning,fog,medium,14.94
6.26,afternoon,fog,medium,12.21
6.52,night,fog,low,10.17
7.43,morning,rain,medium,13.37
11.99,morning,fog,high,35.07
13.49,afternoon,clear,medium,20.24
14.37,afternoon,fog,high,42.03
12.02,morning,clear,low,14.42
5.42,afternoon,fog,medium,10.57
10.63,afternoon,clear,high,23.92
7.13,afternoon,clear,medium,10.7
4.57,afternoon,fog,medium,8.91
12.77,afternoon,fog,medium,24.9
1.54,night,fog,medium,3.0
13.62,afternoon,clear,low,16.34
7.46,evening,rain,high,20.14
9.92,morning,rain,medium,17.86
10.23,night,fog,high,29.92
13.53,night,rain,low,19.48
9.91,afternoon,rain,high,26.76
9.6,morning,fog,high,28.08
1.93,evening,clear,low,2.32
8.26,afternoon,fog,medium,16.11
3.1,morning,rain,high,8.37
11.32,afternoon,clear,high,25.47
8.17,afternoon,rain,medium,14.71
10.52,afternoon,clear,medium,15.78
1.58,afternoon,rain,high,4.27
2.19,afternoon,fog,low,3.42
11.03,afternoon,rain,medium,19.85
2.01,afternoon,rain,medium,3.62
2.0,evening,clear,low,2.4
1.17,night,rain,high,3.16
14.39,evening,fog,medium,28.06
11.33,afternoon,fog,high,33.14
5.95,afternoon,fog,high,17.4
5.15,evening,clear,high,11.59
5.9,evening,clear,low,7.08
11.85,night,rain,high,32.0
10.26,evening,rain,high,27.7
3.59,night,rain,medium,6.46
3.44,afternoon,clear,medium,5.16
2.38,morning,clear,low,2.86
10.24,morning,rain,low,14.75
11.7,morning,clear,medium,17.55
4.71,morning,clear,medium,7.06
1.29,afternoon,fog,low,2.01
2.15,morning,fog,high,6.29
14.55,evening,rain,low,20.95
5.14,evening,rain,high,13.88
11.77,morning,fog,medium,22.95
9.75,evening,clear,medium,14.62
6.35,night,rain,medium,11.43
3.88,afternoon,rain,high,10.48
2.7,morning,rain,low,3.89
9.61,morning,clear,high,21.62
11.84,afternoon,fog,low,18.47
10.01,evening,rain,low,14.41
8.42,afternoon,fog,low,13.14
1.59,afternoon,fog,medium,3.1
14.56,evening,clear,low,17.47
12.18,afternoon,clear,medium,18.27
5.1,evening,clear,low,6.12
14.72,evening,clear,low,17.66
9.43,afternoon,clear,medium,14.14
9.15,night,clear,medium,13.73
11.47,evening,rain,high,30.97
12.36,afternoon,fog,low,19.28
10.19,evening,clear,medium,15.28
2.79,night,rain,high,7.53
5.74,night,fog,high,16.79
13.99,morning,clear,medium,20.98
4.14,evening,clear,low,4.97
6.21,evening,rain,high,16.77
7.05,afternoon,fog,low,11.0
7.15,evening,clear,low,8.58
9.58,morning,fog,high,28.02
14.2,night,rain,medium,25.56
4.37,night,clear,low,5.24
2.7,morning,fog,medium,5.27
3.76,evening,rain,high,10.15
13.42,evening,rain,low,19.32
10.04,morning,clear,medium,15.06
5.0,afternoon,fog,medium,9.75
12.42,night,clear,low,14.9
13.06,morning,clear,medium,19.59
12.85,morning,fog,medium,25.06
13.86,evening,fog,high,40.54
4.53,night,fog,high,13.25
11.57,evening,rain,medium,20.83
7.45,morning,rain,medium,13.41
12.79,afternoon,fog,low,19.95
11.2,night,rain,high,30.24
11.87,morning,clear,low,14.24
10.19,morning,fog,medium,19.87
3.48,afternoon,clear,low,4.18
8.63,morning,fog,medium,16.83
14.79,morning,clear,high,33.28
14.12,night,fog,high,41.3
1.6,night,clear,medium,2.4
3.31,night,fog,high,9.68
2.84,evening,fog,medium,5.54
11.16,afternoon,rain,low,16.07
12.45,night,clear,medium,18.67
3.99,evening,rain,low,5.75
8.08,evening,clear,medium,12.12
12.77,afternoon,rain,high,34.48
11.26,afternoon,fog,medium,21.96
8.59,morning,rain,medium,15.46
9.26,evening,rain,medium,16.67
8.12,night,fog,high,23.75
5.17,afternoon,rain,medium,9.31
8.91,evening,fog,high,26.06
10.64,night,clear,medium,15.96
13.23,evening,rain,low,19.05
9.91,afternoon,fog,medium,19.32
11.66,morning,fog,low,18.19
3.24,evening,rain,high,8.75
7.46,night,clear,high,16.78
1.13,afternoon,rain,medium,2.03
4.45,morning,fog,high,13.02
11.17,night,clear,medium,16.76
14.89,night,rain,high,40.2
2.39,night,fog,low,3.73
6.62,evening,rain,high,17.87
12.2,afternoon,clear,low,14.64
3.86,night,clear,medium,5.79
8.77,evening,clear,medium,13.16
11.26,afternoon,clear,medium,16.89
9.62,afternoon,clear,low,11.54
3.63,evening,rain,medium,6.53
5.98,evening,clear,medium,8.97
11.97,night,clear,low,14.36
8.76,afternoon,fog,high,25.62
1.07,morning,clear,medium,1.61
11.65,evening,fog,high,34.08
1.49,afternoon,fog,high,4.36
11.44,afternoon,fog,medium,22.31
3.83,night,rain,medium,6.89
14.41,morning,rain,low,20.75
6.15,night,fog,low,9.59
5.58,morning,rain,medium,10.04
3.08,morning,clear,high,6.93
5.28,evening,rain,low,7.6
13.27,afternoon,clear,low,15.92
14.95,afternoon,clear,medium,22.42
6.16,afternoon,rain,medium,11.09
7.28,morning,rain,medium,13.1
11.11,afternoon,fog,medium,21.66
13.41,evening,rain,low,19.31
9.3,morning,rain,low,13.39
6.48,morning,rain,low,9.33
6.78,morning,clear,high,15.26
10.74,morning,clear,low,12.89
1.05,evening,clear,low,1.26
9.67,afternoon,fog,medium,18.86
5.98,evening,fog,low,9.33
12.12,afternoon,fog,low,18.91
2.3,evening,clear,low,2.76
9.23,night,rain,medium,16.61
7.73,night,fog,low,12.06
9.99,night,fog,low,15.58
1.91,night,clear,high,4.3
9.12,morning,fog,high,26.68
8.86,morning,rain,high,23.92
8.85,evening,clear,high,19.91
9.45,evening,clear,medium,14.18
10.47,night,rain,high,28.27
12.27,afternoon,rain,low,17.67
4.78,night,rain,high,12.91
12.55,evening,fog,medium,24.47
7.98,night,rain,high,21.55
2.08,evening,clear,high,4.68
1.82,night,rain,medium,3.28
5.68,afternoon,clear,medium,8.52
11.99,night,clear,medium,17.98
10.91,afternoon,fog,medium,21.27
12.04,afternoon,rain,medium,21.67
8.24,evening,fog,medium,16.07
7.16,afternoon,rain,low,10.31
3.06,morning,rain,high,8.26
5.59,morning,rain,high,15.09
7.08,morning,rain,medium,12.74
2.24,evening,rain,medium,4.03
4.09,morning,clear,low,4.91
9.38,evening,clear,low,11.26
11.3,evening,rain,medium,20.34
14.98,morning,clear,low,17.98
14.06,afternoon,fog,low,21.93
10.0,night,fog,medium,19.5
6.9,evening,fog,medium,13.46
9.91,morning,rain,medium,17.84
12.0,evening,rain,medium,21.6
2.66,afternoon,clear,high,5.98
6.74,afternoon,clear,high,15.17
12.76,morning,clear,medium,19.14
6.37,evening,fog,low,9.94
9.01,night,fog,medium,17.57
9.23,night,fog,high,27.0
3.58,evening,fog,low,5.58
6.07,evening,clear,high,13.66
5.68,evening,rain,medium,10.22
1.37,morning,rain,high,3.7
1.34,afternoon,fog,high,3.92
12.64,night,rain,high,34.13
4.82,morning,rain,low,6.94
8.25,evening,rain,high,22.28
5.18,evening,fog,low,8.08
14.17,afternoon,clear,medium,21.26
4.63,evening,clear,medium,6.94
7.02,morning,rain,high,18.95
13.22,morning,clear,low,15.86
12.79,afternoon,clear,medium,19.18
3.61,morning,fog,low,5.63
12.24,night,fog,low,19.09
7.41,morning,rain,high,20.01
7.76,morning,rain,high,20.95
2.87,morning,rain,low,4.13
2.13,night,fog,low,3.32
11.19,evening,clear,high,25.18
7.95,morning,fog,low,12.4
7.12,afternoon,fog,high,20.83
11.21,night,clear,low,13.45
11.72,afternoon,clear,high,26.37
3.22,morning,rain,low,4.64
9.54,afternoon,clear,high,21.46
2.89,morning,clear,low,3.47
11.52,night,clear,medium,17.28
10.2,afternoon,clear,medium,15.3
14.39,afternoon,rain,low,20.72
1.97,morning,rain,medium,3.55
1.8,morning,clear,low,2.16
4.95,evening,clear,low,5.94
4.66,morning,rain,medium,8.39
4.46,morning,rain,low,6.42
13.69,evening,clear,high,30.8
4.49,morning,fog,low,7.0
4.81,morning,rain,low,6.93
11.63,evening,rain,medium,20.93
7.3,night,rain,high,19.71
11.87,night,clear,low,14.24
1.92,morning,clear,low,2.3
7.83,morning,rain,low,11.28
1.47,evening,clear,low,1.76
1.88,evening,clear,low,2.26
13.69,night,rain,low,19.71
2.95,afternoon,clear,high,6.64
8.45,morning,fog,high,24.72
6.76,afternoon,clear,low,8.11
5.86,afternoon,clear,low,7.03
13.6,evening,rain,medium,24.48
1.31,morning,rain,high,3.54
10.29,morning,fog,high,30.1
14.49,evening,clear,low,17.39
8.84,afternoon,fog,high,25.86
14.12,evening,fog,high,41.3
1.73,night,rain,medium,3.11
6.86,morning,clear,medium,10.29
4.64,night,rain,high,12.53
11.23,evening,fog,high,32.85
14.74,morning,fog,high,43.11
4.59,night,rain,low,6.61
10.16,night,rain,medium,18.29
3.77,afternoon,rain,low,5.43
8.91,morning,rain,medium,16.04
7.5,night,rain,medium,13.5
14.61,night,fog,medium,28.49
9.52,afternoon,rain,high,25.7
5.89,night,clear,medium,8.83
2.6,night,fog,low,4.06
3.12,night,fog,medium,6.08
4.15,afternoon,clear,low,4.98
4.51,night,clear,medium,6.76
12.91,night,fog,medium,25.17
8.86,morning,rain,high,23.92
8.33,morning,fog,low,12.99
2.61,afternoon,fog,medium,5.09
13.04,evening,clear,medium,19.56
11.12,morning,fog,low,17.35
1.95,afternoon,rain,medium,3.51
10.91,night,clear,high,24.55
8.61,night,fog,low,13.43
2.14,afternoon,fog,high,6.26
7.42,night,rain,low,10.68
7.79,night,fog,low,12.15
3.32,evening,fog,low,5.18
14.24,night,fog,medium,27.77
12.9,morning,fog,low,20.12
10.37,night,rain,low,14.93
7.47,afternoon,fog,low,11.65
6.76,evening,fog,high,19.77
10.11,night,fog,low,15.77
8.64,afternoon,clear,medium,12.96
1.87,morning,rain,low,2.69
8.18,night,clear,low,9.82
12.29,evening,clear,high,27.65
7.43,night,rain,medium,13.37
1.73,afternoon,clear,medium,2.6
12.01,evening,clear,medium,18.02
3.82,night,clear,low,4.58
4.62,morning,rain,low,6.65
3.31,evening,fog,medium,6.45
5.62,morning,rain,medium,10.12
11.59,afternoon,rain,high,31.29
8.27,night,rain,medium,14.89
3.87,morning,clear,low,4.64
13.29,afternoon,fog,low,20.73
13.31,night,rain,low,19.17
13.19,afternoon,rain,high,35.61
4.34,morning,fog,medium,8.46
7.32,afternoon,fog,low,11.42
14.79,evening,fog,high,43.26
11.81,night,clear,high,26.57
1.38,afternoon,fog,low,2.15
1.91,morning,clear,high,4.3
7.5,night,rain,high,20.25
13.73,evening,clear,low,16.48
8.54,night,fog,high,24.98
7.97,evening,clear,low,9.56
2.48,night,fog,low,3.87
10.19,afternoon,clear,high,22.93
12.51,afternoon,rain,low,18.01
6.33,morning,clear,low,7.6
11.86,evening,rain,medium,21.35
14.5,morning,fog,low,22.62
3.85,afternoon,rain,medium,6.93
8.33,evening,fog,medium,16.24
5.02,morning,fog,medium,9.79
12.1,morning,rain,medium,21.78
9.09,morning,rain,high,24.54
9.88,morning,clear,high,22.23
12.17,morning,clear,low,14.6
6.54,evening,rain,low,9.42
13.81,morning,rain,low,19.89
8.46,evening,rain,high,22.84
3.21,morning,rain,medium,5.78
10.74,afternoon,fog,high,31.41
12.11,afternoon,rain,high,32.7
5.43,morning,rain,low,7.82
13.0,night,rain,low,18.72
13.69,afternoon,rain,low,19.71
4.88,evening,fog,medium,9.52
14.77,morning,clear,medium,22.15
2.97,evening,clear,high,6.68
3.83,night,clear,medium,5.74
3.58,morning,clear,low,4.3
13.52,afternoon,clear,medium,20.28
10.16,evening,fog,medium,19.81
3.13,afternoon,clear,medium,4.7
7.16,afternoon,fog,medium,13.96
9.61,morning,fog,low,14.99
2.17,evening,clear,low,2.6
13.35,night,clear,high,30.04
12.25,afternoon,clear,high,27.56
8.07,morning,rain,high,21.79
14.54,morning,fog,medium,28.35
6.85,night,clear,medium,10.27
14.78,morning,rain,low,21.28
10.35,afternoon,fog,high,30.27
9.89,morning,rain,low,14.24
3.32,evening,rain,high,8.96
13.35,evening,clear,high,30.04
6.98,afternoon,fog,high,20.42
3.27,evening,rain,medium,5.89
1.18,night,fog,high,3.45
8.84,morning,clear,high,19.89
8.38,afternoon,fog,medium,16.34
11.07,night,rain,high,29.89
13.46,morning,rain,medium,24.23
2.11,night,fog,medium,4.11
11.24,afternoon,rain,low,16.19
3.62,afternoon,rain,medium,6.52
13.01,night,rain,medium,23.42
12.47,morning,clear,medium,18.71
8.57,evening,clear,high,19.28
10.94,evening,rain,low,15.75
5.4,night,fog,high,15.8
7.6,afternoon,clear,medium,11.4
12.5,morning,fog,medium,24.38
7.43,morning,rain,low,10.7
6.01,afternoon,rain,low,8.65
7.92,evening,fog,medium,15.44
12.6,morning,clear,medium,18.9
5.69,night,fog,high,16.64
3.43,evening,fog,medium,6.69
10.97,night,rain,high,29.62
12.56,evening,clear,low,15.07
2.41,afternoon,fog,high,7.05
4.36,night,clear,medium,6.54
2.99,night,rain,high,8.07
5.87,afternoon,clear,high,13.21
7.3,night,rain,low,10.51
11.48,evening,clear,high,25.83
10.12,morning,fog,medium,19.73
9.69,morning,rain,high,26.16
5.93,afternoon,fog,high,17.35
12.78,evening,rain,high,34.51
7.6,night,clear,medium,11.4
14.71,night,clear,high,33.1
9.88,morning,rain,medium,17.78
2.77,night,rain,high,7.48
10.47,morning,rain,low,15.08
5.55,afternoon,clear,low,6.66
10.61,night,rain,low,15.28
1.97,evening,rain,medium,3.55
3.45,night,fog,medium,6.73
12.98,morning,rain,medium,23.36
4.18,afternoon,fog,high,12.23
12.72,morning,fog,medium,24.8
4.91,night,fog,medium,9.57
10.0,morning,clear,medium,15.0
10.72,morning,fog,medium,20.9
8.18,afternoon,rain,low,11.78
5.27,evening,clear,high,11.86
3.98,night,clear,low,4.78
1.46,afternoon,clear,high,3.28
5.26,evening,clear,high,11.84
10.14,morning,clear,low,12.17
14.14,evening,clear,medium,21.21
13.2,morning,clear,low,15.84
11.72,morning,fog,high,34.28
12.04,afternoon,rain,high,32.51
10.31,morning,rain,medium,18.56
4.64,afternoon,fog,low,7.24
13.7,evening,fog,high,40.07
10.39,evening,clear,low,12.47
8.85,morning,clear,medium,13.28
2.55,afternoon,fog,medium,4.97
7.26,morning,clear,high,16.34
7.45,afternoon,rain,medium,13.41
13.1,afternoon,rain,high,35.37
8.65,afternoon,clear,high,19.46
6.33,evening,clear,medium,9.5
14.68,afternoon,clear,medium,22.02
2.55,evening,rain,low,3.67
6.92,afternoon,clear,low,8.3
1.59,evening,fog,high,4.65
11.36,night,clear,low,13.63
13.85,evening,fog,high,40.51
4.92,evening,clear,medium,7.38
13.02,morning,clear,medium,19.53
5.09,afternoon,rain,low,7.33
13.75,night,fog,high,40.22
11.56,morning,fog,high,33.81
12.27,afternoon,fog,low,19.14
1.25,night,rain,high,3.38
14.48,night,fog,high,42.35
11.17,night,rain,medium,20.11
5.27,afternoon,clear,high,11.86
12.61,night,clear,high,28.37
4.94,night,fog,high,14.45
13.22,morning,clear,low,15.86
2.58,evening,clear,low,3.1
10.85,afternoon,fog,low,16.93
8.57,evening,clear,high,19.28
2.35,morning,fog,high,6.87
4.39,evening,fog,low,6.85
1.17,night,clear,low,1.4
7.56,night,clear,high,17.01
5.22,afternoon,clear,high,11.74
9.38,afternoon,clear,medium,14.07
5.16,afternoon,clear,low,6.19
5.2,morning,rain,high,14.04
11.4,afternoon,clear,low,13.68
1.67,morning,rain,low,2.4
13.64,night,fog,low,21.28
12.93,evening,clear,medium,19.4
10.35,night,clear,high,23.29
9.31,night,clear,high,20.95
13.49,night,fog,low,21.04
3.59,afternoon,rain,high,9.69
2.11,afternoon,rain,medium,3.8
4.35,afternoon,clear,low,5.22
12.12,evening,clear,medium,18.18
1.49,afternoon,clear,medium,2.24
9.16,morning,clear,high,20.61
14.94,night,fog,high,43.7
12.98,evening,clear,medium,19.47
8.3,evening,fog,high,24.28
1.89,evening,clear,medium,2.84
12.64,evening,rain,medium,22.75
9.39,evening,rain,low,13.52
2.61,morning,clear,medium,3.92
2.31,night,clear,medium,3.47
13.73,evening,fog,high,40.16
10.37,night,clear,low,12.44
12.61,afternoon,clear,high,28.37
13.31,evening,clear,low,15.97
9.0,evening,rain,high,24.3
8.24,night,fog,medium,16.07
7.03,evening,rain,low,10.12
5.44,evening,fog,low,8.49
7.08,evening,rain,low,10.2
11.83,morning,clear,low,14.2
9.43,morning,rain,high,25.46
13.5,evening,rain,high,36.45
7.21,morning,fog,low,11.25
9.5,afternoon,fog,low,14.82
9.84,evening,rain,low,14.17
9.28,afternoon,fog,high,27.14
10.84,night,fog,low,16.91
4.32,afternoon,fog,low,6.74
8.17,night,fog,low,12.75
2.46,evening,fog,high,7.2
6.38,night,rain,medium,11.48
7.83,night,fog,medium,15.27
10.13,afternoon,clear,high,22.79
14.31,afternoon,rain,medium,25.76
9.41,afternoon,rain,low,13.55
11.41,evening,rain,low,16.43
8.09,evening,fog,high,23.66
9.88,afternoon,clear,high,22.23
1.99,evening,fog,medium,3.88
4.56,evening,rain,medium,8.21
6.07,night,rain,low,8.74
7.61,night,rain,high,20.55
1.64,afternoon,rain,medium,2.95
2.96,evening,fog,medium,5.77
4.88,night,clear,low,5.86
14.6,morning,clear,low,17.52
5.64,evening,rain,low,8.12
7.75,morning,clear,low,9.3
3.75,afternoon,rain,medium,6.75
9.55,evening,rain,high,25.78
4.93,afternoon,clear,high,11.09
3.9,afternoon,rain,low,5.62
8.23,afternoon,clear,low,9.88
1.08,afternoon,rain,medium,1.94
1.11,afternoon,clear,low,1.33
4.07,evening,rain,high,10.99
1.51,morning,clear,low,1.81
2.51,evening,rain,high,6.78
5.74,evening,rain,low,8.27
12.24,evening,rain,low,17.63
9.01,night,clear,high,20.27
8.18,night,fog,medium,15.95
5.11,evening,rain,medium,9.2
14.04,morning,rain,low,20.22
6.56,evening,clear,low,7.87
2.22,afternoon,rain,high,5.99
9.64,night,rain,high,26.03
2.59,night,rain,low,3.73
5.83,evening,rain,high,15.74
8.1,evening,fog,medium,15.79
13.24,morning,fog,medium,25.82
7.91,morning,rain,high,21.36
10.83,afternoon,rain,high,29.24
14.9,evening,rain,high,40.23
2.84,evening,fog,medium,5.54
4.85,evening,fog,low,7.57
6.52,night,clear,high,14.67
6.91,afternoon,clear,high,15.55
6.75,morning,rain,high,18.22
13.71,night,rain,low,19.74
11.0,night,fog,high,32.18
9.51,night,rain,high,25.68
5.33,night,rain,medium,9.59
12.53,afternoon,fog,high,36.65
14.37,evening,fog,medium,28.02
12.5,morning,fog,low,19.5
1.02,morning,fog,high,2.98
9.91,night,clear,high,22.3
1.72,night,fog,medium,3.35
4.61,afternoon,fog,low,7.19
1.83,night,rain,low,2.64
9.45,morning,rain,medium,17.01
10.61,morning,rain,low,15.28
2.6,evening,clear,low,3.12
6.37,evening,fog,low,9.94
7.39,morning,fog,low,11.53
6.17,morning,clear,low,7.4
2.69,afternoon,fog,low,4.2
6.87,afternoon,rain,low,9.89
11.52,morning,clear,low,13.82
1.99,night,fog,high,5.82
2.12,evening,clear,medium,3.18
5.97,morning,clear,low,7.16
14.18,night,fog,medium,27.65
10.36,morning,rain,low,14.92
10.5,evening,fog,low,16.38
6.07,evening,fog,high,17.75
9.31,afternoon,rain,medium,16.76
1.14,afternoon,fog,medium,2.22
9.91,afternoon,fog,high,28.99
13.79,afternoon,fog,high,40.34
9.58,evening,clear,medium,14.37
13.23,night,clear,low,15.88
11.14,night,clear,low,13.37
2.69,night,fog,medium,5.25
13.63,morning,rain,low,19.63
1.93,afternoon,clear,high,4.34
8.48,afternoon,rain,high,22.9
2.99,evening,fog,high,8.75
1.16,evening,clear,medium,1.74
6.91,morning,fog,medium,13.47
5.13,morning,rain,medium,9.23
7.8,night,clear,low,9.36
9.08,evening,clear,medium,13.62
1.61,afternoon,clear,medium,2.42
2.72,night,clear,high,6.12
8.82,afternoon,rain,low,12.7
5.8,night,clear,low,6.96
11.21,afternoon,fog,high,32.79
10.13,morning,clear,low,12.16
12.84,night,rain,medium,23.11
10.69,afternoon,clear,low,12.83
7.02,afternoon,rain,high,18.95
10.42,evening,rain,low,15.0
4.86,night,fog,high,14.22
5.29,afternoon,clear,medium,7.94
12.05,evening,clear,medium,18.08
7.25,afternoon,clear,high,16.31
12.18,night,fog,medium,23.75
12.51,morning,fog,medium,24.39
13.01,night,rain,low,18.73
13.83,night,rain,medium,24.89
7.03,afternoon,rain,high,18.98
5.46,afternoon,fog,medium,10.65
9.15,night,fog,low,14.27
6.2,evening,fog,high,18.14
9.42,evening,rain,medium,16.96
10.88,evening,fog,medium,21.22
10.64,afternoon,rain,medium,19.15
6.24,afternoon,rain,high,16.85
3.34,night,clear,low,4.01
7.03,morning,clear,high,15.82
3.0,afternoon,clear,high,6.75
13.46,night,rain,low,19.38
5.84,night,clear,high,13.14
3.16,morning,clear,high,7.11
1.36,evening,clear,medium,2.04
10.04,night,fog,high,29.37
9.92,night,rain,medium,17.86
5.77,night,clear,high,12.98
2.0,evening,fog,medium,3.9
6.73,evening,fog,medium,13.12
5.36,morning,fog,medium,10.45
10.48,afternoon,clear,low,12.58
9.48,evening,fog,high,27.73
6.1,afternoon,rain,high,16.47
4.05,afternoon,fog,high,11.85
14.83,evening,fog,low,23.13
7.36,night,fog,medium,14.35
10.64,morning,fog,high,31.12
2.97,afternoon,rain,low,4.28
7.8,night,clear,low,9.36
1.39,evening,rain,high,3.75
8.08,afternoon,rain,medium,14.54
14.5,afternoon,clear,low,17.4
6.38,afternoon,fog,high,18.66
1.55,night,clear,medium,2.33
1.43,night,clear,low,1.72
6.43,night,rain,low,9.26
3.24,afternoon,clear,high,7.29
1.33,afternoon,fog,high,3.89
11.59,morning,rain,medium,20.86
7.42,morning,fog,high,21.7
5.05,night,rain,high,13.64
13.6,night,fog,medium,26.52
2.63,evening,clear,high,5.92
14.38,night,clear,medium,21.57
5.4,morning,clear,medium,8.1
13.44,morning,fog,medium,26.21
9.44,morning,rain,high,25.49
12.57,afternoon,rain,medium,22.63
14.78,afternoon,rain,high,39.91
5.04,night,clear,medium,7.56
14.46,evening,fog,high,42.3
6.45,evening,rain,medium,11.61
6.4,evening,fog,low,9.98
5.77,afternoon,rain,low,8.31
8.58,morning,clear,low,10.3
3.16,morning,fog,medium,6.16
8.75,afternoon,rain,high,23.62
8.58,evening,rain,medium,15.44
11.67,evening,rain,medium,21.01
12.67,night,rain,medium,22.81
7.17,night,clear,medium,10.76
5.23,evening,rain,high,14.12
4.63,afternoon,rain,medium,8.33
3.72,evening,clear,low,4.46
1.81,night,rain,low,2.61
5.79,evening,fog,low,9.03
4.78,afternoon,fog,medium,9.32
14.53,morning,rain,high,39.23
8.81,afternoon,clear,high,19.82
5.86,afternoon,clear,high,13.19
9.13,night,clear,medium,13.7
2.95,afternoon,rain,high,7.97
7.22,afternoon,rain,low,10.4
9.77,night,fog,high,28.58
7.84,night,clear,medium,11.76
6.62,morning,rain,medium,11.92
14.91,evening,rain,high,40.26
13.32,afternoon,rain,medium,23.98
9.73,night,clear,high,21.89
8.97,morning,clear,high,20.18
9.69,evening,fog,low,15.12
3.82,night,clear,medium,5.73
6.53,evening,rain,low,9.4
1.55,evening,fog,medium,3.02
7.66,afternoon,clear,high,17.24
8.6,afternoon,clear,medium,12.9
4.19,night,clear,high,9.43
14.5,evening,clear,medium,21.75
13.73,night,rain,low,19.77
11.11,night,clear,low,13.33
8.47,evening,rain,high,22.87
13.18,night,rain,low,18.98
2.83,evening,rain,high,7.64
12.07,evening,fog,high,35.3
2.75,evening,rain,high,7.42
12.12,evening,clear,medium,18.18
4.86,morning,fog,high,14.22
13.28,evening,clear,low,15.94
14.22,afternoon,rain,medium,25.6
3.08,afternoon,clear,low,3.7
7.48,afternoon,fog,high,21.88
14.73,evening,fog,high,43.09
7.77,afternoon,clear,low,9.32
13.09,morning,clear,medium,19.63
9.24,night,clear,low,11.09
6.25,evening,fog,high,18.28
5.0,afternoon,rain,medium,9.0
3.85,morning,clear,high,8.66
11.67,night,rain,high,31.51
6.41,morning,fog,low,10.0
8.16,afternoon,clear,high,18.36
7.89,morning,clear,low,9.47
9.08,night,fog,medium,17.71
13.12,afternoon,clear,high,29.52
14.73,night,rain,high,39.77
6.71,morning,fog,medium,13.08
12.59,evening,fog,low,19.64
11.7,evening,clear,high,26.32
9.03,evening,fog,medium,17.61
14.38,evening,clear,high,32.36
3.81,night,clear,low,4.57
2.53,evening,fog,low,3.95
12.96,night,clear,low,15.55
7.15,afternoon,rain,low,10.3
12.86,evening,rain,medium,23.15
13.5,night,clear,high,30.38
1.87,evening,rain,medium,3.37
13.37,evening,clear,low,16.04
7.28,evening,rain,low,10.48
8.15,night,fog,low,12.71
9.77,morning,clear,low,11.72
13.97,evening,clear,high,31.43
1.27,evening,clear,low,1.52
7.68,afternoon,clear,high,17.28
10.63,morning,clear,low,12.76
11.12,night,clear,high,25.02
